num_seeds, total_attempts, total_valid_attempts, total_elapsed_s, detected_diffs, info_counts,
152,4886,3854,631.56,0,{'valid': 3854, 'compile error': 802, 'run timeout': 139, 'invalid': 91}

encountered errors:
nan
Command '['/Users/sega/Code/ast-project/tmp/t-0/00006.c.clean-mutation-0.c.bin']' timed out after 3 seconds
Command '['/Users/sega/Code/ast-project/tmp/t-2/00006.c.clean-mutation-1.c.bin']' timed out after 3 seconds
/Users/sega/Code/ast-project/tmp/00006.c.clean-mutation-2.c:6:11: runtime error: signed integer overflow: -2147483586 - 114 cannot be represented in type 'int'
SUMMARY: UndefinedBehaviorSanitizer: undefined-behavior /Users/sega/Code/ast-project/tmp/00006.c.clean-mutation-2.c:6:11 in 

Command '['/Users/sega/Code/ast-project/tmp/t-4/00006.c.clean-mutation-3.c.bin']' timed out after 3 seconds
Command '['/Users/sega/Code/ast-project/tmp/t-3/00006.c.clean-mutation-5.c.bin']' timed out after 3 seconds
/Users/sega/Code/ast-project/tmp/00006.c.clean-mutation-7.c:6:11: runtime error: signed integer overflow: -2147483618 - 50 cannot be represented in type 'int'
SUMMARY: UndefinedBehaviorSanitizer: undefined-behavior /Users/sega/Code/ast-project/tmp/00006.c.clean-mutation-7.c:6:11 in 

Command '['/Users/sega/Code/ast-project/tmp/t-8/00006.c.clean-mutation-8.c.bin']' timed out after 3 seconds
Command '['/Users/sega/Code/ast-project/tmp/t-10/00006.c.clean-mutation-9.c.bin']' timed out after 3 seconds
Command '['/Users/sega/Code/ast-project/tmp/t-9/00006.c.clean-mutation-10.c.bin']' timed out after 3 seconds
Command '['/Users/sega/Code/ast-project/tmp/t-11/00006.c.clean-mutation-11.c.bin']' timed out after 3 seconds
Command '['/Users/sega/Code/ast-project/tmp/t-13/00006.c.clean-mutation-12.c.bin']' timed out after 3 seconds
Command '['/Users/sega/Code/ast-project/tmp/t-12/00006.c.clean-mutation-13.c.bin']' timed out after 3 seconds
Command '['/Users/sega/Code/ast-project/tmp/t-14/00006.c.clean-mutation-14.c.bin']' timed out after 3 seconds
Command '['/Users/sega/Code/ast-project/tmp/t-15/00006.c.clean-mutation-15.c.bin']' timed out after 3 seconds
Command '['/Users/sega/Code/ast-project/tmp/t-1/00006.c.clean-mutation-16.c.bin']' timed out after 3 seconds
Command '['/Users/sega/Code/ast-project/tmp/t-5/00006.c.clean-mutation-17.c.bin']' timed out after 3 seconds
Command '['/Users/sega/Code/ast-project/tmp/t-7/00006.c.clean-mutation-18.c.bin']' timed out after 3 seconds
Command '['/Users/sega/Code/ast-project/tmp/t-6/00006.c.clean-mutation-19.c.bin']' timed out after 3 seconds
Command '['/Users/sega/Code/ast-project/tmp/t-0/00006.c.clean-mutation-20.c.bin']' timed out after 3 seconds
Command '['/Users/sega/Code/ast-project/tmp/t-4/00006.c.clean-mutation-21.c.bin']' timed out after 3 seconds
Command '['/Users/sega/Code/ast-project/tmp/t-2/00006.c.clean-mutation-22.c.bin']' timed out after 3 seconds
/Users/sega/Code/ast-project/tmp/00006.c.clean-mutation-23.c:6:11: runtime error: signed integer overflow: -2147483584 - 88 cannot be represented in type 'int'
SUMMARY: UndefinedBehaviorSanitizer: undefined-behavior /Users/sega/Code/ast-project/tmp/00006.c.clean-mutation-23.c:6:11 in 

/Users/sega/Code/ast-project/tmp/00006.c.clean-mutation-24.c:6:11: runtime error: signed integer overflow: -2147483610 - 74 cannot be represented in type 'int'
SUMMARY: UndefinedBehaviorSanitizer: undefined-behavior /Users/sega/Code/ast-project/tmp/00006.c.clean-mutation-24.c:6:11 in 

/Users/sega/Code/ast-project/tmp/00006.c.clean-mutation-26.c:6:11: runtime error: signed integer overflow: -2147483606 - 86 cannot be represented in type 'int'
SUMMARY: UndefinedBehaviorSanitizer: undefined-behavior /Users/sega/Code/ast-project/tmp/00006.c.clean-mutation-26.c:6:11 in 

/Users/sega/Code/ast-project/tmp/00006.c.clean-mutation-27.c:6:11: runtime error: signed integer overflow: -2147483633 - 29 cannot be represented in type 'int'
